"id"	"name"	"tc"	"exid"	"exname"	"fullname"
"gnl|TC-DB|Q969S0|2.A.7.10.2"	"2.A.7.10.2 UDP-xylose and UDP-N-acetylglucosamine transporter"	"2.A.7.10.2"	"EX_xyl_D(e)"	"Xylose"	"gnl|TC-DB|Q969S0|2.A.7.10.2 2.A.7.10.2 UDP-xylose and UDP-N-acetylglucosamine transporter"
"gnl|TC-DB|Q96A29|2.A.7.16.1"	"GDP-fucose transporter 1 - Homo sapiens (Human)."	"2.A.7.16.1"	"EX_fuc_L(e)"	"fucose"	"gnl|TC-DB|Q96A29|2.A.7.16.1 GDP-fucose transporter 1 - Homo sapiens (Human)."
"gnl|TC-DB|Q96D96|1.A.51.1.2"	"Hydrogen voltage-gated channel 1 - Homo sapiens (Human)."	"1.A.51.1.2"	"EX_h2(e)"	"Hydrogen"	"gnl|TC-DB|Q96D96|1.A.51.1.2 Hydrogen voltage-gated channel 1 - Homo sapiens (Human)."
"gnl|TC-DB|Q97UG3|3.A.1.5.8"	"Maltose ABC transporter, permease - Sulfolobus solfataricus."	"3.A.1.5.8"	"EX_malt(e)"	"Maltose"	"gnl|TC-DB|Q97UG3|3.A.1.5.8 Maltose ABC transporter, permease - Sulfolobus solfataricus."
"gnl|TC-DB|Q97UG4|3.A.1.5.8"	"Maltose ABC transporter, permease - Sulfolobus solfataricus."	"3.A.1.5.8"	"EX_malt(e)"	"Maltose"	"gnl|TC-DB|Q97UG4|3.A.1.5.8 Maltose ABC transporter, permease - Sulfolobus solfataricus."
"gnl|TC-DB|Q97UG5|3.A.1.5.8"	"Maltose ABC transporter, ATP-binding protein - Sulfolobus solfataricus."	"3.A.1.5.8"	"EX_malt(e)"	"Maltose"	"gnl|TC-DB|Q97UG5|3.A.1.5.8 Maltose ABC transporter, ATP-binding protein - Sulfolobus solfataricus."
"gnl|TC-DB|Q97UG7|3.A.1.5.8"	"Maltose ABC transporter, maltose binding protein - Sulfolobus solfataricus."	"3.A.1.5.8"	"EX_malt(e)"	"Maltose"	"gnl|TC-DB|Q97UG7|3.A.1.5.8 Maltose ABC transporter, maltose binding protein - Sulfolobus solfataricus."
"gnl|TC-DB|Q97UY8|3.A.1.1.13"	"ABC transporter, ATP binding protein (Glucose) - Sulfolobus solfataricus."	"3.A.1.1.13"	"EX_glc(e)"	"glucose"	"gnl|TC-DB|Q97UY8|3.A.1.1.13 ABC transporter, ATP binding protein (Glucose) - Sulfolobus solfataricus."
"gnl|TC-DB|Q97UY9|3.A.1.1.13"	"ABC transporter, permease (Glucose) - Sulfolobus solfataricus."	"3.A.1.1.13"	"EX_glc(e)"	"glucose"	"gnl|TC-DB|Q97UY9|3.A.1.1.13 ABC transporter, permease (Glucose) - Sulfolobus solfataricus."
"gnl|TC-DB|Q97UZ0|3.A.1.1.13"	"ABC transporter, permease (Glucose) - Sulfolobus solfataricus."	"3.A.1.1.13"	"EX_glc(e)"	"glucose"	"gnl|TC-DB|Q97UZ0|3.A.1.1.13 ABC transporter, permease (Glucose) - Sulfolobus solfataricus."
"gnl|TC-DB|Q97ZC2|3.A.1.1.15"	"Maltose transport inner membrane protein - Sulfolobus solfataricus."	"3.A.1.1.15"	"EX_malt(e)"	"Maltose"	"gnl|TC-DB|Q97ZC2|3.A.1.1.15 Maltose transport inner membrane protein - Sulfolobus solfataricus."
"gnl|TC-DB|Q9BYW1|2.A.1.1.44"	"Solute carrier family 2, facilitated glucose transporter member 11"	"2.A.1.1.44"	"EX_glc(e)"	"glucose"	"gnl|TC-DB|Q9BYW1|2.A.1.1.44 Solute carrier family 2, facilitated glucose transporter member 11 OS=Homo sapiens GN=SLC2A11 PE=2 SV=1"
"gnl|TC-DB|Q9C8X2|2.A.2.4.12"	"Sucrose transport protein SUC5"	"2.A.2.4.12"	"EX_sucr(e)"	"Sucrose"	"gnl|TC-DB|Q9C8X2|2.A.2.4.12 Sucrose transport protein SUC5 OS=Arabidopsis thaliana GN=SUC5 PE=1 SV=1"
"gnl|TC-DB|Q9CIE9|4.A.3.2.4"	"Cellobiose-specific PTS system IIA component - Lactococcus lactis subsp. lactis (Streptococcus lactis)."	"4.A.3.2.4"	"EX_cellb(e)"	"cellobiose"	"gnl|TC-DB|Q9CIE9|4.A.3.2.4 Cellobiose-specific PTS system IIA component - Lactococcus lactis subsp. lactis (Streptococcus lactis)."
"gnl|TC-DB|Q9CIF0|4.A.3.2.4"	"Cellobiose-specific PTS system IIB component - Lactococcus lactis subsp. lactis (Streptococcus lactis)."	"4.A.3.2.4"	"EX_cellb(e)"	"cellobiose"	"gnl|TC-DB|Q9CIF0|4.A.3.2.4 Cellobiose-specific PTS system IIB component - Lactococcus lactis subsp. lactis (Streptococcus lactis)."
"gnl|TC-DB|Q9CJ32|4.A.3.2.4"	"Cellobiose-specific PTS system IIC component - Lactococcus lactis subsp. lactis (Streptococcus lactis)."	"4.A.3.2.4"	"EX_cellb(e)"	"cellobiose"	"gnl|TC-DB|Q9CJ32|4.A.3.2.4 Cellobiose-specific PTS system IIC component - Lactococcus lactis subsp. lactis (Streptococcus lactis)."
"gnl|TC-DB|Q9FE59|2.A.2.4.6"	"Sucrose transport protein SUC4"	"2.A.2.4.6"	"EX_sucr(e)"	"Sucrose"	"gnl|TC-DB|Q9FE59|2.A.2.4.6 Sucrose transport protein SUC4 OS=Arabidopsis thaliana GN=SUC4 PE=1 SV=2"
"gnl|TC-DB|Q9HXN4|4.A.1.1.15"	"N-Acetyl-D-Glucosamine phosphotransferase system transporter"	"4.A.1.1.15"	"EX_acgam(e);EX_gam(e)"	"N-Acetyl-D-Glucosamine;D-glucosamine"	"gnl|TC-DB|Q9HXN4|4.A.1.1.15 N-Acetyl-D-Glucosamine phosphotransferase system transporter OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=PA3761 PE=4 SV=1"
"gnl|TC-DB|Q9HXN5|4.A.1.1.15"	"N-Acetyl-D-Glucosamine phosphotransferase system transporter"	"4.A.1.1.15"	"EX_acgam(e);EX_gam(e)"	"N-Acetyl-D-Glucosamine;D-glucosamine"	"gnl|TC-DB|Q9HXN5|4.A.1.1.15 N-Acetyl-D-Glucosamine phosphotransferase system transporter OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=PA3760 PE=4 SV=1"
"gnl|TC-DB|Q9HY57|4.A.2.1.17"	"Phosphotransferase system transporter fructose-specific IIBC component, FruA"	"4.A.2.1.17"	"EX_fru(e)"	"fructose"	"gnl|TC-DB|Q9HY57|4.A.2.1.17 Phosphotransferase system transporter fructose-specific IIBC component, FruA OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=fruA PE=4 SV=1"
"gnl|TC-DB|Q9JIF3|2.A.1.1.46"	"Solute carrier family 2, facilitated glucose transporter member 8 - Mus musculus (Mouse)."	"2.A.1.1.46"	"EX_glc(e)"	"glucose"	"gnl|TC-DB|Q9JIF3|2.A.1.1.46 Solute carrier family 2, facilitated glucose transporter member 8 - Mus musculus (Mouse)."
"gnl|TC-DB|Q9KKQ7|4.A.2.1.12"	"PTS system mannitol-specific EIICBA component"	"4.A.2.1.12"	"EX_mnl(e)"	"mannitol"	"gnl|TC-DB|Q9KKQ7|4.A.2.1.12 PTS system mannitol-specific EIICBA component OS=Vibrio cholerae GN=mtlA PE=3 SV=1"
"gnl|TC-DB|Q9KSH3|4.A.3.2.6"	"PTS system, cellobiose-specific IIA component"	"4.A.3.2.6"	"EX_cellb(e)"	"cellobiose"	"gnl|TC-DB|Q9KSH3|4.A.3.2.6 PTS system, cellobiose-specific IIA component OS=Vibrio cholerae GN=VC_1283 PE=4 SV=1"
"gnl|TC-DB|Q9KSH4|4.A.3.2.6"	"PTS system, cellobiose-specific IIC component"	"4.A.3.2.6"	"EX_cellb(e)"	"cellobiose"	"gnl|TC-DB|Q9KSH4|4.A.3.2.6 PTS system, cellobiose-specific IIC component OS=Vibrio cholerae GN=VC_1282 PE=4 SV=1"
"gnl|TC-DB|Q9KSH5|4.A.3.2.6"	"PTS system, cellobiose-specific IIB component"	"4.A.3.2.6"	"EX_cellb(e)"	"cellobiose"	"gnl|TC-DB|Q9KSH5|4.A.3.2.6 PTS system, cellobiose-specific IIB component OS=Vibrio cholerae GN=VC_1281 PE=4 SV=1"
"gnl|TC-DB|Q9KZ07|3.A.1.1.44"	"Putative maltose permease"	"3.A.1.1.44"	"EX_malt(e)"	"Maltose"	"gnl|TC-DB|Q9KZ07|3.A.1.1.44 Putative maltose permease OS=Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145) GN=SCO2230 PE=3 SV=1"
"gnl|TC-DB|Q9KZ08|3.A.1.1.44"	"Putative maltose permease"	"3.A.1.1.44"	"EX_malt(e)"	"Maltose"	"gnl|TC-DB|Q9KZ08|3.A.1.1.44 Putative maltose permease OS=Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145) GN=SCO2229 PE=3 SV=1"
"gnl|TC-DB|Q9LAE4|1.B.14.8.1"	"PUTATIVE OUTER MEMBRANE SALICIN RECEPTOR - Azospirillum irakense."	"1.B.14.8.1"	"EX_salcn(e)"	"Salicin"	"gnl|TC-DB|Q9LAE4|1.B.14.8.1 PUTATIVE OUTER MEMBRANE SALICIN RECEPTOR - Azospirillum irakense."
"gnl|TC-DB|Q9LF50|2.A.84.1.1"	"Maltose excess protein 1, chloroplast precursor (Root cap protein 1) - Arabidopsis thaliana (Mouse-ear cress)."	"2.A.84.1.1"	"EX_malt(e)"	"Maltose"	"gnl|TC-DB|Q9LF50|2.A.84.1.1 Maltose excess protein 1, chloroplast precursor (Root cap protein 1) - Arabidopsis thaliana (Mouse-ear cress)."
"gnl|TC-DB|Q9LKW9|2.A.36.7.6"	"Sodium/hydrogen exchanger 7"	"2.A.36.7.6"	"EX_h2(e)"	"Hydrogen"	"gnl|TC-DB|Q9LKW9|2.A.36.7.6 Sodium/hydrogen exchanger 7 OS=Arabidopsis thaliana GN=NHX7 PE=1 SV=1"
"gnl|TC-DB|Q9NRM0|2.A.1.1.72"	"Solute carrier family 2, facilitated glucose transporter member 9"	"2.A.1.1.72"	"EX_glc(e)"	"glucose"	"gnl|TC-DB|Q9NRM0|2.A.1.1.72 Solute carrier family 2, facilitated glucose transporter member 9 OS=Homo sapiens GN=SLC2A9 PE=1 SV=1"
"gnl|TC-DB|Q9NTN3|2.A.7.15.4"	"UDP-glucuronic acid/UDP-N-acetylgalactosamine transporter - Homo sapiens (Human)."	"2.A.7.15.4"	"EX_acgal(e)"	"N-acetylgalactosamine"	"gnl|TC-DB|Q9NTN3|2.A.7.15.4 UDP-glucuronic acid/UDP-N-acetylgalactosamine transporter - Homo sapiens (Human)."
"gnl|TC-DB|Q9NY64|2.A.1.1.89"	"Solute carrier family 2, facilitated glucose transporter member 8"	"2.A.1.1.89"	"EX_glc(e)"	"glucose"	"gnl|TC-DB|Q9NY64|2.A.1.1.89 Solute carrier family 2, facilitated glucose transporter member 8 OS=Homo sapiens GN=SLC2A8 PE=2 SV=3"
"gnl|TC-DB|Q9NY91|2.A.21.3.18"	"Low affinity sodium-glucose cotransporter"	"2.A.21.3.18"	"EX_glc(e)"	"glucose"	"gnl|TC-DB|Q9NY91|2.A.21.3.18 Low affinity sodium-glucose cotransporter OS=Homo sapiens GN=SLC5A4 PE=2 SV=1"
"gnl|TC-DB|Q9P3U6|2.A.1.1.112"	"High-affinity glucose transporter ght1"	"2.A.1.1.112"	"EX_glc(e)"	"glucose"	"gnl|TC-DB|Q9P3U6|2.A.1.1.112 High-affinity glucose transporter ght1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=ght1 PE=1 SV=1"
"gnl|TC-DB|Q9R0M8|2.A.7.12.8"	"UDP-galactose translocator - Mus musculus (Mouse)."	"2.A.7.12.8"	"EX_gal(e)"	"galactose"	"gnl|TC-DB|Q9R0M8|2.A.7.12.8 UDP-galactose translocator - Mus musculus (Mouse)."
"gnl|TC-DB|Q9RMF5|4.A.2.1.16"	"Fructose-specific IIABC component"	"4.A.2.1.16"	"EX_fru(e)"	"fructose"	"gnl|TC-DB|Q9RMF5|4.A.2.1.16 Fructose-specific IIABC component OS=Spiroplasma citri GN=fruA PE=4 SV=1"
"gnl|TC-DB|Q9RZP7|4.A.2.1.18"	"PTS system, fructose-specific IIBC component"	"4.A.2.1.18"	"EX_fru(e)"	"fructose"	"gnl|TC-DB|Q9RZP7|4.A.2.1.18 PTS system, fructose-specific IIBC component OS=Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / LMG 4051 / NBRC 15346 / NCIMB 9279 / R1 / VKM B-1422) GN=DR_B0073 PE=4 SV=1"
"gnl|TC-DB|Q9S5Y1|3.A.1.1.22"	"Maltose ABC transporter, periplasmic maltose-binding protein - Thermotoga maritima."	"3.A.1.1.22"	"EX_malt(e)"	"Maltose"	"gnl|TC-DB|Q9S5Y1|3.A.1.1.22 Maltose ABC transporter, periplasmic maltose-binding protein - Thermotoga maritima."
"gnl|TC-DB|Q9S845|2.A.7.13.5"	"GDP-mannose transporter GONST3"	"2.A.7.13.5"	"EX_man(e)"	"mannose"	"gnl|TC-DB|Q9S845|2.A.7.13.5 GDP-mannose transporter GONST3 OS=Arabidopsis thaliana GN=GONST3 PE=2 SV=1"
"gnl|TC-DB|Q9SLJ7|2.A.36.1.20"	"Sodium/hydrogen exchanger 5"	"2.A.36.1.20"	"EX_h2(e)"	"Hydrogen"	"gnl|TC-DB|Q9SLJ7|2.A.36.1.20 Sodium/hydrogen exchanger 5 OS=Arabidopsis thaliana GN=NHX5 PE=2 SV=2"
"gnl|TC-DB|Q9SRE4|2.A.7.9.12"	"UDP-galactose transporter 2"	"2.A.7.9.12"	"EX_gal(e)"	"galactose"	"gnl|TC-DB|Q9SRE4|2.A.7.9.12 UDP-galactose transporter 2 OS=Arabidopsis thaliana GN=UDP-GALT2 PE=2 SV=1"
"gnl|TC-DB|Q9SXM0|2.A.2.4.2"	"Sucrose Transporter - Zea mays (Maize)."	"2.A.2.4.2"	"EX_sucr(e)"	"Sucrose"	"gnl|TC-DB|Q9SXM0|2.A.2.4.2 Sucrose Transporter - Zea mays (Maize)."
"gnl|TC-DB|Q9UBY0|2.A.36.1.17"	"Sodium/hydrogen exchanger 2"	"2.A.36.1.17"	"EX_h2(e)"	"Hydrogen"	"gnl|TC-DB|Q9UBY0|2.A.36.1.17 Sodium/hydrogen exchanger 2 OS=Homo sapiens GN=SLC9A2 PE=2 SV=1"
"gnl|TC-DB|Q9UGQ3|2.A.1.1.88"	"Solute carrier family 2, facilitated glucose transporter member 6"	"2.A.1.1.88"	"EX_glc(e)"	"glucose"	"gnl|TC-DB|Q9UGQ3|2.A.1.1.88 Solute carrier family 2, facilitated glucose transporter member 6 OS=Homo sapiens GN=SLC2A6 PE=1 SV=2"
"gnl|TC-DB|Q9VHT4|2.A.7.16.2"	"Probable GDP-fucose transporter - Drosophila melanogaster (Fruit fly)."	"2.A.7.16.2"	"EX_fuc_L(e)"	"fucose"	"gnl|TC-DB|Q9VHT4|2.A.7.16.2 Probable GDP-fucose transporter - Drosophila melanogaster (Fruit fly)."
"gnl|TC-DB|Q9W145|9.B.64.1.2"	"CG3522-PA (Putative cholesterol transporter) - Drosophila melanogaster (Fruit fly)."	"9.B.64.1.2"	"EX_chsterol(e)"	"Cholesterol"	"gnl|TC-DB|Q9W145|9.B.64.1.2 CG3522-PA (Putative cholesterol transporter) - Drosophila melanogaster (Fruit fly)."
"gnl|TC-DB|Q9WYQ2|3.A.1.1.38"	"Glycerol-3-phosphate-transporting ATPase"	"3.A.1.1.38"	"EX_glyc(e)"	"Glycerol"	"gnl|TC-DB|Q9WYQ2|3.A.1.1.38 Glycerol-3-phosphate-transporting ATPase OS=Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099) GN=TM_0421 PE=1 SV=1"
"gnl|TC-DB|Q9X051|3.A.1.2.19"	"Ribose import ATP-binding protein RbsA 2"	"3.A.1.2.19"	"EX_rib_D(e)"	"Ribose"	"gnl|TC-DB|Q9X051|3.A.1.2.19 Ribose import ATP-binding protein RbsA 2 OS=Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099) GN=rbsA2 PE=3 SV=1"
"gnl|TC-DB|Q9X0S9|3.A.1.1.22"	"Maltose ABC transporter, permease protein - Thermotoga maritima."	"3.A.1.1.22"	"EX_malt(e)"	"Maltose"	"gnl|TC-DB|Q9X0S9|3.A.1.1.22 Maltose ABC transporter, permease protein - Thermotoga maritima."
"gnl|TC-DB|Q9X0T0|3.A.1.1.22"	"Maltose ABC transporter, permease protein - Thermotoga maritima."	"3.A.1.1.22"	"EX_malt(e)"	"Maltose"	"gnl|TC-DB|Q9X0T0|3.A.1.1.22 Maltose ABC transporter, permease protein - Thermotoga maritima."
"gnl|TC-DB|Q9X0T1|3.A.1.1.22"	"Maltose ABC transporter, periplasmic maltose-binding protein - Thermotoga maritima."	"3.A.1.1.22"	"EX_malt(e)"	"Maltose"	"gnl|TC-DB|Q9X0T1|3.A.1.1.22 Maltose ABC transporter, periplasmic maltose-binding protein - Thermotoga maritima."
"gnl|TC-DB|Q9X2F5|3.A.1.1.22"	"Maltose ABC transporter, permease protein - Thermotoga maritima."	"3.A.1.1.22"	"EX_malt(e)"	"Maltose"	"gnl|TC-DB|Q9X2F5|3.A.1.1.22 Maltose ABC transporter, permease protein - Thermotoga maritima."
"gnl|TC-DB|Q9X4M3|2.A.7.5.2"	"PUTATIVE RIBOSE TRANSPORTER RBSU - Lactobacillus sakei."	"2.A.7.5.2"	"EX_rib_D(e)"	"Ribose"	"gnl|TC-DB|Q9X4M3|2.A.7.5.2 PUTATIVE RIBOSE TRANSPORTER RBSU - Lactobacillus sakei."
"gnl|TC-DB|Q9X761|2.A.2.2.3"	"Galactose permease - Lactococcus lactis."	"2.A.2.2.3"	"EX_gal(e)"	"galactose"	"gnl|TC-DB|Q9X761|2.A.2.2.3 Galactose permease - Lactococcus lactis."
"gnl|TC-DB|Q9Y2E8|2.A.36.1.9"	"Sodium/hydrogen exchanger 8"	"2.A.36.1.9"	"EX_h2(e)"	"Hydrogen"	"gnl|TC-DB|Q9Y2E8|2.A.36.1.9 Sodium/hydrogen exchanger 8 OS=Homo sapiens GN=SLC9A8 PE=1 SV=4"
"gnl|TC-DB|Q9ZE92|2.A.1.4.11"	"GLYCEROL-3-PHOSPHATE TRANSPORTER (GlpT)"	"2.A.1.4.11"	"EX_glyc(e)"	"Glycerol"	"gnl|TC-DB|Q9ZE92|2.A.1.4.11 GLYCEROL-3-PHOSPHATE TRANSPORTER (GlpT) OS=Rickettsia prowazekii (strain Madrid E) GN=RP054 PE=4 SV=1"
"gnl|TC-DB|R4VYX5|1.A.16.4.3"	"Formate/nitrite transporter"	"1.A.16.4.3"	"EX_for(e)"	"formate"	"gnl|TC-DB|R4VYX5|1.A.16.4.3 Formate/nitrite transporter OS=Salinarchaeum sp. Harcht-Bsk1 GN=L593_12630 PE=4 SV=1"
"gnl|TC-DB|S5XH28|2.A.80.1.4"	"Citrate uptake transporter, membrane subunit"	"2.A.80.1.4"	"EX_cit(e)"	"citrate"	"gnl|TC-DB|S5XH28|2.A.80.1.4 Citrate uptake transporter, membrane subunit OS=Corynebacterium glutamicum MB001 GN=cgp_3126 PE=4 SV=1"
"gnl|TC-DB|S5XTE7|2.A.80.1.4"	"Citrate uptake transporter, substrate binding protein"	"2.A.80.1.4"	"EX_cit(e)"	"citrate"	"gnl|TC-DB|S5XTE7|2.A.80.1.4 Citrate uptake transporter, substrate binding protein OS=Corynebacterium glutamicum MB001 GN=tctC PE=4 SV=1"
"gnl|TC-DB|S5Y5N9|2.A.80.1.4"	"Citrate uptake transporter, membrane subunit"	"2.A.80.1.4"	"EX_cit(e)"	"citrate"	"gnl|TC-DB|S5Y5N9|2.A.80.1.4 Citrate uptake transporter, membrane subunit OS=Corynebacterium glutamicum MB001 GN=tctA PE=4 SV=1"
"gnl|TC-DB|T5HN74|4.A.2.1.23"	"PTS fructose transporter subunit IIC"	"4.A.2.1.23"	"EX_fru(e)"	"fructose"	"gnl|TC-DB|T5HN74|4.A.2.1.23 PTS fructose transporter subunit IIC OS=Bacillus licheniformis CG-B52 GN=N399_19370 PE=4 SV=1"
"gnl|TC-DB|T5HNP5|4.A.2.1.23"	"PTS fructose transporter subunit IIA"	"4.A.2.1.23"	"EX_fru(e)"	"fructose"	"gnl|TC-DB|T5HNP5|4.A.2.1.23 PTS fructose transporter subunit IIA OS=Bacillus licheniformis CG-B52 GN=N399_19375 PE=4 SV=1"
"gnl|TC-DB|U2LY02|2.A.11.2.2"	"Citrate transporter"	"2.A.11.2.2"	"EX_cit(e)"	"citrate"	"gnl|TC-DB|U2LY02|2.A.11.2.2 Citrate transporter OS=Treponema lecithinolyticum ATCC 700332 GN=HMPREF9193_00346 PE=4 SV=1"
"gnl|TC-DB|U4KLF9|1.A.16.5.1"	"Formate/nitrite transporter superfamily protein"	"1.A.16.5.1"	"EX_for(e)"	"formate"	"gnl|TC-DB|U4KLF9|1.A.16.5.1 Formate/nitrite transporter superfamily protein OS=Acholeplasma palmae (strain ATCC 49389 / J233) GN=BN85410810 PE=4 SV=1"
"gnl|TC-DB|U5MFA1|4.A.3.2.9"	"PTS lactose transporter subunit IIC"	"4.A.3.2.9"	"EX_lcts(e)"	"lactose"	"gnl|TC-DB|U5MFA1|4.A.3.2.9 PTS lactose transporter subunit IIC OS=Klebsiella pneumoniae CG43 GN=D364_16500 PE=4 SV=1"
"gnl|TC-DB|U5MIE1|4.A.3.2.9"	"PTS lactose transporter subunit IIB"	"4.A.3.2.9"	"EX_lcts(e)"	"lactose"	"gnl|TC-DB|U5MIE1|4.A.3.2.9 PTS lactose transporter subunit IIB OS=Klebsiella pneumoniae CG43 GN=D364_23635 PE=4 SV=1"
"gnl|TC-DB|U5MLJ3|4.A.3.2.9"	"PTS lactose transporter subunit IIA"	"4.A.3.2.9"	"EX_lcts(e)"	"lactose"	"gnl|TC-DB|U5MLJ3|4.A.3.2.9 PTS lactose transporter subunit IIA OS=Klebsiella pneumoniae CG43 GN=D364_22245 PE=4 SV=1"
"gnl|TC-DB|V7IHL6|4.A.6.1.19"	"PTS system fructose IIA component"	"4.A.6.1.19"	"EX_fru(e)"	"fructose"	"gnl|TC-DB|V7IHL6|4.A.6.1.19 PTS system fructose IIA component OS=Salmonella enterica subsp. enterica serovar Cubana str. 76814 GN=A628_05230 PE=4 SV=1"
"gnl|TC-DB|V7RGM6|4.A.6.1.19"	"PTS mannose transporter subunit IID"	"4.A.6.1.19"	"EX_man(e)"	"mannose"	"gnl|TC-DB|V7RGM6|4.A.6.1.19 PTS mannose transporter subunit IID OS=Salmonella enterica subsp. enterica serovar Give var. 15 str. CFSAN004343 GN=CFSAN004343_08870 PE=4 SV=1"
"gnl|TC-DB|V9PPA7|2.A.36.5.3"	"Sodium/hydrogen exchanger"	"2.A.36.5.3"	"EX_h2(e)"	"Hydrogen"	"gnl|TC-DB|V9PPA7|2.A.36.5.3 Sodium/hydrogen exchanger OS=Chrysanthemum morifolium GN=NHX1 PE=2 SV=1"
"gnl|TC-DB|X5GWN5|3.D.10.1.6"	"Succinate dehydrogenase and fumarate reductase iron-sulfur family protein"	"3.D.10.1.6"	"EX_succ(e)"	"succinate"	"gnl|TC-DB|X5GWN5|3.D.10.1.6 Succinate dehydrogenase and fumarate reductase iron-sulfur family protein OS=Neorickettsia helminthoeca str. Oregon GN=NHE_0511 PE=4 SV=1"
"gnl|TC-DB|X5H2Z3|3.D.10.1.6"	"Succinate dehydrogenase, cytochrome b556 subunit"	"3.D.10.1.6"	"EX_succ(e)"	"succinate"	"gnl|TC-DB|X5H2Z3|3.D.10.1.6 Succinate dehydrogenase, cytochrome b556 subunit OS=Neorickettsia helminthoeca str. Oregon GN=sdhC PE=4 SV=1"
"gnl|TC-DB|X5H3P0|3.D.10.1.6"	"Succinate dehydrogenase flavoprotein subunit"	"3.D.10.1.6"	"EX_succ(e)"	"succinate"	"gnl|TC-DB|X5H3P0|3.D.10.1.6 Succinate dehydrogenase flavoprotein subunit OS=Neorickettsia helminthoeca str. Oregon GN=sdhA PE=3 SV=1"
"gnl|TC-DB|X5HJ03|3.D.10.1.6"	"Succinate dehydrogenase, hydrophobic membrane anchor protein"	"3.D.10.1.6"	"EX_succ(e)"	"succinate"	"gnl|TC-DB|X5HJ03|3.D.10.1.6 Succinate dehydrogenase, hydrophobic membrane anchor protein OS=Neorickettsia helminthoeca str. Oregon GN=sdhD PE=4 SV=1"
